trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
"260_20110701","17:00:00","17:00:00","San Jose Caltrain",18,,,
"260_20110701","17:07:00","17:07:00","Tamien Caltrain",19,,,
"261_20110701","15:37:00","15:37:00","Tamien Caltrain",1,,,
"261_20110701","15:44:00","15:44:00","San Jose Caltrain",2,,,
"261_20110701","15:49:00","15:49:00","Santa Clara Caltrain",3,,,
"261_20110701","15:54:00","15:54:00","Lawrence Caltrain",4,,,
"261_20110701","15:58:00","15:58:00","Sunnyvale Caltrain",5,,,
"261_20110701","16:03:00","16:03:00","Mountain View Caltrain",6,,,
"261_20110701","16:07:00","16:07:00","San Antonio Caltrain",7,,,
"261_20110701","16:11:00","16:11:00","California Ave Caltrain",8,,,
"261_20110701","16:16:00","16:16:00","Palo Alto Caltrain",9,,,
"261_20110701","16:19:00","16:19:00","Menlo Park Caltrain",10,,,
"261_20110701","16:25:00","16:25:00","Redwood City Caltrain",11,,,
"261_20110701","16:29:00","16:29:00","San Carlos Caltrain",12,,,
"261_20110701","16:36:00","16:36:00","San Mateo Caltrain",13,,,
"261_20110701","16:43:00","16:43:00","Millbrae Caltrain",14,,,
"261_20110701","16:55:00","16:55:00","22nd Street Caltrain",15,,,
"261_20110701","17:03:00","17:03:00","San Francisco Caltrain",16,,,
"263_20110701","15:58:00","15:58:00","Tamien Caltrain",1,,,
"263_20110701","16:05:00","16:05:00","San Jose Caltrain",2,,,
"263_20110701","16:10:00","16:10:00","Santa Clara Caltrain",3,,,
"263_20110701","16:24:00","16:24:00","Palo Alto Caltrain",4,,,
"263_20110701","16:31:00","16:31:00","Redwood City Caltrain",5,,,
"263_20110701","16:35:00","16:35:00","San Carlos Caltrain",6,,,
"263_20110701","16:38:00","16:38:00","Belmont Caltrain",7,,,
"263_20110701","16:42:00","16:42:00","Hillsdale Caltrain",8,,,
"263_20110701","16:45:00","16:45:00","Hayward Park Caltrain",9,,,
"263_20110701","16:48:00","16:48:00","San Mateo Caltrain",10,,,
"263_20110701","16:51:00","16:51:00","Burlingame Caltrain",11,,,
"263_20110701","16:57:00","16:57:00","Millbrae Caltrain",12,,,
"263_20110701","17:01:00","17:01:00","San Bruno Caltrain",13,,,
"263_20110701","17:05:00","17:05:00","So. San Francisco Caltrain",14,,,
"263_20110701","17:13:00","17:13:00","Bayshore Caltrain",15,,,
"263_20110701","17:21:00","17:21:00","22nd Street Caltrain",16,,,
"263_20110701","17:29:00","17:29:00","San Francisco Caltrain",17,,,
"264_20110701","16:19:00","16:19:00","San Francisco Caltrain",1,,,
"264_20110701","16:33:00","16:33:00","San Bruno Caltrain",2,,,
"264_20110701","16:38:00","16:38:00","Burlingame Caltrain",3,,,
"264_20110701","16:42:00","16:42:00","San Mateo Caltrain",4,,,
"264_20110701","16:47:00","16:47:00","Hillsdale Caltrain",5,,,
"264_20110701","16:51:00","16:51:00","San Carlos Caltrain",6,,,
"264_20110701","17:01:00","17:01:00","Palo Alto Caltrain",7,,,
"264_20110701","17:05:00","17:05:00","California Ave Caltrain",8,,,
"264_20110701","17:11:00","17:11:00","Mountain View Caltrain",9,,,
"264_20110701","17:16:00","17:16:00","Sunnyvale Caltrain",10,,,
"264_20110701","17:27:00","17:27:00","San Jose Caltrain",11,,,
"266_20110701","16:27:00","16:27:00","San Francisco Caltrain",1,,,
"266_20110701","16:32:00","16:32:00","22nd Street Caltrain",2,,,
"266_20110701","16:40:00","16:40:00","Bayshore Caltrain",3,,,
"266_20110701","16:48:00","16:48:00","So. San Francisco Caltrain",4,,,
"266_20110701","16:52:00","16:52:00","San Bruno Caltrain",5,,,
"266_20110701","16:56:00","16:56:00","Millbrae Caltrain",6,,,
"266_20110701","17:00:00","17:00:00","Burlingame Caltrain",7,,,
"266_20110701","17:04:00","17:04:00","San Mateo Caltrain",8,,,
"266_20110701","17:07:00","17:07:00","Hayward Park Caltrain",9,,,
"266_20110701","17:11:00","17:11:00","Hillsdale Caltrain",10,,,
"266_20110701","17:14:00","17:14:00","Belmont Caltrain",11,,,
"266_20110701","17:18:00","17:18:00","San Carlos Caltrain",12,,,
"266_20110701","17:22:00","17:22:00","Redwood City Caltrain",13,,,
"266_20110701","17:28:00","17:28:00","Menlo Park Caltrain",14,,,
"266_20110701","17:36:00","17:36:00","Mountain View Caltrain",15,,,
"266_20110701","17:47:00","17:47:00","Santa Clara Caltrain",16,,,
"266_20110701","17:55:00","17:55:00","San Jose Caltrain",17,,,
"267_20110701","16:32:00","16:32:00","Tamien Caltrain",1,,,
"267_20110701","16:39:00","16:39:00","San Jose Caltrain",2,,,
"267_20110701","16:44:00","16:44:00","Santa Clara Caltrain",3,,,
"267_20110701","16:52:00","16:52:00","Lawrence Caltrain",4,,,
"267_20110701","16:58:00","16:58:00","Sunnyvale Caltrain",5,,,
"267_20110701","17:03:00","17:03:00","Mountain View Caltrain",6,,,
"267_20110701","17:07:00","17:07:00","San Antonio Caltrain",7,,,
"267_20110701","17:11:00","17:11:00","California Ave Caltrain",8,,,
"267_20110701","17:16:00","17:16:00","Palo Alto Caltrain",9,,,
"267_20110701","17:19:00","17:19:00","Menlo Park Caltrain",10,,,
"267_20110701","17:25:00","17:25:00","Redwood City Caltrain",11,,,
"267_20110701","17:29:00","17:29:00","San Carlos Caltrain",12,,,
"267_20110701","17:36:00","17:36:00","San Mateo Caltrain",13,,,
"267_20110701","17:43:00","17:43:00","Millbrae Caltrain",14,,,
"267_20110701","17:55:00","17:55:00","22nd Street Caltrain",15,,,
"267_20110701","18:02:00","18:02:00","San Francisco Caltrain",16,,,
"270_20110701","16:56:00","16:56:00","San Francisco Caltrain",1,,,
"270_20110701","17:08:00","17:08:00","So. San Francisco Caltrain",2,,,
"270_20110701","17:14:00","17:14:00","Millbrae Caltrain",3,,,
"270_20110701","17:22:00","17:22:00","Hillsdale Caltrain",4,,,
"270_20110701","17:28:00","17:28:00","Redwood City Caltrain",5,,,
"270_20110701","17:34:00","17:34:00","Menlo Park Caltrain",6,,,
"270_20110701","17:38:00","17:38:00","Palo Alto Caltrain",7,,,
"270_20110701","17:42:00","17:42:00","California Ave Caltrain",8,,,
"270_20110701","17:46:00","17:46:00","San Antonio Caltrain",9,,,
"270_20110701","17:50:00","17:50:00","Mountain View Caltrain",10,,,
"270_20110701","17:55:00","17:55:00","Sunnyvale Caltrain",11,,,
"270_20110701","18:01:00","18:01:00","Lawrence Caltrain",12,,,
"270_20110701","18:08:00","18:08:00","Santa Clara Caltrain",13,,,
"270_20110701","18:16:00","18:16:00","San Jose Caltrain",14,,,
"270_20110701","18:22:00","18:22:00","Tamien Caltrain",15,,,
"270_20110701","18:29:00","18:29:00","Capitol Caltrain",16,,,
"270_20110701","18:35:00","18:35:00","Blossom Hill Caltrain",17,,,
"270_20110701","18:48:00","18:48:00","Morgan Hill Caltrain",18,,,
"270_20110701","18:54:00","18:54:00","San Martin Caltrain",19,,,
"270_20110701","19:07:00","19:07:00","Gilroy Caltrain",20,,,
"271_20110701","16:58:00","16:58:00","Tamien Caltrain",1,,,
"271_20110701","17:05:00","17:05:00","San Jose Caltrain",2,,,
"271_20110701","17:10:00","17:10:00","Santa Clara Caltrain",3,,,
"271_20110701","17:24:00","17:24:00","Palo Alto Caltrain",4,,,
"271_20110701","17:31:00","17:31:00","Redwood City Caltrain",5,,,
"271_20110701","17:35:00","17:35:00","San Carlos Caltrain",6,,,
"271_20110701","17:38:00","17:38:00","Belmont Caltrain",7,,,
"271_20110701","17:42:00","17:42:00","Hillsdale Caltrain",8,,,
"271_20110701","17:45:00","17:45:00","Hayward Park Caltrain",9,,,
"271_20110701","17:48:00","17:48:00","San Mateo Caltrain",10,,,
"271_20110701","17:51:00","17:51:00","Burlingame Caltrain",11,,,
"271_20110701","17:57:00","17:57:00","Millbrae Caltrain",12,,,
"271_20110701","18:01:00","18:01:00","San Bruno Caltrain",13,,,
"271_20110701","18:05:00","18:05:00","So. San Francisco Caltrain",14,,,
"271_20110701","18:13:00","18:13:00","Bayshore Caltrain",15,,,
"271_20110701","18:21:00","18:21:00","22nd Street Caltrain",16,,,
"271_20110701","18:29:00","18:29:00","San Francisco Caltrain",17,,,
"274_20110701","17:20:00","17:20:00","San Francisco Caltrain",1,,,
"274_20110701","17:34:00","17:34:00","San Bruno Caltrain",2,,,
"274_20110701","17:39:00","17:39:00","Burlingame Caltrain",3,,,
"274_20110701","17:43:00","17:43:00","San Mateo Caltrain",4,,,
"274_20110701","17:48:00","17:48:00","Hillsdale Caltrain",5,,,
"274_20110701","17:52:00","17:52:00","San Carlos Caltrain",6,,,
"274_20110701","18:02:00","18:02:00","Palo Alto Caltrain",7,,,
"274_20110701","18:06:00","18:06:00","California Ave Caltrain",8,,,
"274_20110701","18:12:00","18:12:00","Mountain View Caltrain",9,,,
"274_20110701","18:17:00","18:17:00","Sunnyvale Caltrain",10,,,
"274_20110701","18:28:00","18:28:00","San Jose Caltrain",11,,,
"275_20110701","17:31:00","17:31:00","San Jose Caltrain",1,,,
"275_20110701","17:39:00","17:39:00","Lawrence Caltrain",2,,,
"275_20110701","17:46:00","17:46:00","Mountain View Caltrain",3,,,
"275_20110701","17:54:00","17:54:00","Palo Alto Caltrain",4,,,
"275_20110701","17:57:00","17:57:00","Menlo Park Caltrain",5,,,
"275_20110701","18:04:00","18:04:00","San Carlos Caltrain",6,,,
"275_20110701","18:08:00","18:08:00","Hillsdale Caltrain",7,,,
"275_20110701","18:12:00","18:12:00","San Mateo Caltrain",8,,,
"275_20110701","18:15:00","18:15:00","Burlingame Caltrain",9,,,
"275_20110701","18:22:00","18:22:00","San Bruno Caltrain",10,,,
"275_20110701","18:39:00","18:39:00","San Francisco Caltrain",11,,,
"276_20110701","17:27:00","17:27:00","San Francisco Caltrain",1,,,
"276_20110701","17:32:00","17:32:00","22nd Street Caltrain",2,,,
"276_20110701","17:40:00","17:40:00","Bayshore Caltrain",3,,,
"276_20110701","17:48:00","17:48:00","So. San Francisco Caltrain",4,,,
"276_20110701","17:52:00","17:52:00","San Bruno Caltrain",5,,,
"276_20110701","17:56:00","17:56:00","Millbrae Caltrain",6,,,
"276_20110701","18:00:00","18:00:00","Burlingame Caltrain",7,,,
"276_20110701","18:04:00","18:04:00","San Mateo Caltrain",8,,,
"276_20110701","18:07:00","18:07:00","Hayward Park Caltrain",9,,,
"276_20110701","18:11:00","18:11:00","Hillsdale Caltrain",10,,,
"276_20110701","18:14:00","18:14:00","Belmont Caltrain",11,,,
"276_20110701","18:18:00","18:18:00","San Carlos Caltrain",12,,,
"276_20110701","18:22:00","18:22:00","Redwood City Caltrain",13,,,
"276_20110701","18:28:00","18:28:00","Menlo Park Caltrain",14,,,
"276_20110701","18:36:00","18:36:00","Mountain View Caltrain",15,,,
"276_20110701","18:43:00","18:43:00","Lawrence Caltrain",16,,,
"276_20110701","18:48:00","18:48:00","Santa Clara Caltrain",17,,,
"276_20110701","18:56:00","18:56:00","San Jose Caltrain",18,,,
"276_20110701","19:02:00","19:02:00","Tamien Caltrain",19,,,
"276_20110701","19:09:00","19:09:00","Capitol Caltrain",20,,,
"276_20110701","19:15:00","19:15:00","Blossom Hill Caltrain",21,,,
"276_20110701","19:28:00","19:28:00","Morgan Hill Caltrain",22,,,
"276_20110701","19:34:00","19:34:00","San Martin Caltrain",23,,,
"276_20110701","19:47:00","19:47:00","Gilroy Caltrain",24,,,
"277_20110701","17:32:00","17:32:00","Tamien Caltrain",1,,,
"277_20110701","17:39:00","17:39:00","San Jose Caltrain",2,,,
"277_20110701","17:44:00","17:44:00","Santa Clara Caltrain",3,,,
"277_20110701","17:52:00","17:52:00","Lawrence Caltrain",4,,,
"277_20110701","17:58:00","17:58:00","Sunnyvale Caltrain",5,,,
"277_20110701","18:03:00","18:03:00","Mountain View Caltrain",6,,,
"277_20110701","18:07:00","18:07:00","San Antonio Caltrain",7,,,
"277_20110701","18:11:00","18:11:00","California Ave Caltrain",8,,,
"277_20110701","18:16:00","18:16:00","Palo Alto Caltrain",9,,,
"277_20110701","18:19:00","18:19:00","Menlo Park Caltrain",10,,,
"277_20110701","18:25:00","18:25:00","Redwood City Caltrain",11,,,
"277_20110701","18:29:00","18:29:00","San Carlos Caltrain",12,,,
"277_20110701","18:36:00","18:36:00","San Mateo Caltrain",13,,,
"277_20110701","18:43:00","18:43:00","Millbrae Caltrain",14,,,
"277_20110701","18:55:00","18:55:00","22nd Street Caltrain",15,,,
"277_20110701","19:02:00","19:02:00","San Francisco Caltrain",16,,,
"280_20110701","17:56:00","17:56:00","San Francisco Caltrain",1,,,
"280_20110701","18:08:00","18:08:00","So. San Francisco Caltrain",2,,,
"280_20110701","18:14:00","18:14:00","Millbrae Caltrain",3,,,
"280_20110701","18:22:00","18:22:00","Hillsdale Caltrain",4,,,
"280_20110701","18:28:00","18:28:00","Redwood City Caltrain",5,,,
"280_20110701","18:34:00","18:34:00","Menlo Park Caltrain",6,,,
"280_20110701","18:38:00","18:38:00","Palo Alto Caltrain",7,,,
"280_20110701","18:42:00","18:42:00","California Ave Caltrain",8,,,
"280_20110701","18:46:00","18:46:00","San Antonio Caltrain",9,,,
"280_20110701","18:50:00","18:50:00","Mountain View Caltrain",10,,,
"280_20110701","18:55:00","18:55:00","Sunnyvale Caltrain",11,,,
"280_20110701","19:01:00","19:01:00","Lawrence Caltrain",12,,,
"280_20110701","19:08:00","19:08:00","Santa Clara Caltrain",13,,,
"280_20110701","19:16:00","19:16:00","San Jose Caltrain",14,,,
"280_20110701","19:23:00","19:23:00","Tamien Caltrain",15,,,
"281_20110701","17:58:00","17:58:00","Tamien Caltrain",1,,,
"281_20110701","18:05:00","18:05:00","San Jose Caltrain",2,,,
"281_20110701","18:10:00","18:10:00","Santa Clara Caltrain",3,,,
"281_20110701","18:24:00","18:24:00","Palo Alto Caltrain",4,,,
"281_20110701","18:31:00","18:31:00","Redwood City Caltrain",5,,,
"281_20110701","18:35:00","18:35:00","San Carlos Caltrain",6,,,
"281_20110701","18:38:00","18:38:00","Belmont Caltrain",7,,,
"281_20110701","18:42:00","18:42:00","Hillsdale Caltrain",8,,,
"281_20110701","18:45:00","18:45:00","Hayward Park Caltrain",9,,,
"281_20110701","18:48:00","18:48:00","San Mateo Caltrain",10,,,
"281_20110701","18:51:00","18:51:00","Burlingame Caltrain",11,,,
"281_20110701","18:57:00","18:57:00","Millbrae Caltrain",12,,,
"281_20110701","19:01:00","19:01:00","San Bruno Caltrain",13,,,
"281_20110701","19:05:00","19:05:00","So. San Francisco Caltrain",14,,,
"281_20110701","19:13:00","19:13:00","Bayshore Caltrain",15,,,
"281_20110701","19:21:00","19:21:00","22nd Street Caltrain",16,,,
"281_20110701","19:29:00","19:29:00","San Francisco Caltrain",17,,,
"284_20110701","18:27:00","18:27:00","San Francisco Caltrain",1,,,
"284_20110701","18:32:00","18:32:00","22nd Street Caltrain",2,,,
"284_20110701","18:40:00","18:40:00","Bayshore Caltrain",3,,,
"284_20110701","18:48:00","18:48:00","So. San Francisco Caltrain",4,,,
"284_20110701","18:52:00","18:52:00","San Bruno Caltrain",5,,,
"284_20110701","18:56:00","18:56:00","Millbrae Caltrain",6,,,
"284_20110701","19:00:00","19:00:00","Burlingame Caltrain",7,,,
"284_20110701","19:04:00","19:04:00","San Mateo Caltrain",8,,,
"284_20110701","19:07:00","19:07:00","Hayward Park Caltrain",9,,,
"284_20110701","19:11:00","19:11:00","Hillsdale Caltrain",10,,,
"284_20110701","19:14:00","19:14:00","Belmont Caltrain",11,,,
"284_20110701","19:18:00","19:18:00","San Carlos Caltrain",12,,,
"284_20110701","19:22:00","19:22:00","Redwood City Caltrain",13,,,
"284_20110701","19:28:00","19:28:00","Menlo Park Caltrain",14,,,
"284_20110701","19:36:00","19:36:00","Mountain View Caltrain",15,,,
"284_20110701","19:47:00","19:47:00","Santa Clara Caltrain",16,,,
"284_20110701","19:55:00","19:55:00","San Jose Caltrain",17,,,
"285_20110701","18:24:00","18:24:00","Tamien Caltrain",1,,,
"285_20110701","18:31:00","18:31:00","San Jose Caltrain",2,,,
"285_20110701","18:39:00","18:39:00","Lawrence Caltrain",3,,,
"285_20110701","18:46:00","18:46:00","Mountain View Caltrain",4,,,
"285_20110701","18:54:00","18:54:00","Palo Alto Caltrain",5,,,
"285_20110701","18:57:00","18:57:00","Menlo Park Caltrain",6,,,
"285_20110701","19:04:00","19:04:00","San Carlos Caltrain",7,,,
"285_20110701","19:08:00","19:08:00","Hillsdale Caltrain",8,,,
"285_20110701","19:12:00","19:12:00","San Mateo Caltrain",9,,,
"285_20110701","19:15:00","19:15:00","Burlingame Caltrain",10,,,
"285_20110701","19:22:00","19:22:00","San Bruno Caltrain",11,,,
"285_20110701","19:39:00","19:39:00","San Francisco Caltrain",12,,,
"287_20110701","18:45:00","18:45:00","San Jose Caltrain",1,,,
"287_20110701","18:53:00","18:53:00","Lawrence Caltrain",2,,,
"287_20110701","19:00:00","19:00:00","Mountain View Caltrain",3,,,
"287_20110701","19:06:00","19:06:00","California Ave Caltrain",4,,,
"287_20110701","19:10:00","19:10:00","Palo Alto Caltrain",5,,,
"287_20110701","19:13:00","19:13:00","Menlo Park Caltrain",6,,,
"287_20110701","19:19:00","19:19:00","Redwood City Caltrain",7,,,
"287_20110701","19:23:00","19:23:00","San Carlos Caltrain",8,,,
"287_20110701","19:28:00","19:28:00","Hillsdale Caltrain",9,,,
"287_20110701","19:32:00","19:32:00","San Mateo Caltrain",10,,,
"287_20110701","19:35:00","19:35:00","Burlingame Caltrain",11,,,
"287_20110701","19:41:00","19:41:00","Millbrae Caltrain",12,,,
"287_20110701","19:53:00","19:53:00","22nd Street Caltrain",13,,,
"287_20110701","20:00:00","20:00:00","San Francisco Caltrain",14,,,
"288_20110701","18:56:00","18:56:00","San Francisco Caltrain",1,,,
"288_20110701","19:08:00","19:08:00","So. San Francisco Caltrain",2,,,
"288_20110701","19:14:00","19:14:00","Millbrae Caltrain",3,,,
"288_20110701","19:22:00","19:22:00","Hillsdale Caltrain",4,,,
"288_20110701","19:28:00","19:28:00","Redwood City Caltrain",5,,,
"288_20110701","19:34:00","19:34:00","Menlo Park Caltrain",6,,,
"288_20110701","19:38:00","19:38:00","Palo Alto Caltrain",7,,,
"288_20110701","19:42:00","19:42:00","California Ave Caltrain",8,,,
"288_20110701","19:46:00","19:46:00","San Antonio Caltrain",9,,,
"288_20110701","19:50:00","19:50:00","Mountain View Caltrain",10,,,
"288_20110701","19:55:00","19:55:00","Sunnyvale Caltrain",11,,,
"288_20110701","19:59:00","19:59:00","Lawrence Caltrain",12,,,
"288_20110701","20:04:00","20:04:00","Santa Clara Caltrain",13,,,
"288_20110701","20:12:00","20:12:00","San Jose Caltrain",14,,,
"288_20110701","20:19:00","20:19:00","Tamien Caltrain",15,,,
"305_20110701","05:45:00","05:45:00","San Jose Caltrain",1,,,
"305_20110701","05:57:00","05:57:00","Mountain View Caltrain",2,,,
"305_20110701","06:05:00","06:05:00","Palo Alto Caltrain",3,,,
"305_20110701","06:16:00","06:16:00","Hillsdale Caltrain",4,,,
"305_20110701","06:24:00","06:24:00","Millbrae Caltrain",5,,,
"305_20110701","06:42:00","06:42:00","San Francisco Caltrain",6,,,
"309_20110701","05:56:00","05:56:00","Tamien Caltrain",1,,,
"309_20110701","06:03:00","06:03:00","San Jose Caltrain",2,,,
"309_20110701","06:13:00","06:13:00","Sunnyvale Caltrain",3,,,
"309_20110701","06:23:00","06:23:00","Palo Alto Caltrain",4,,,
"309_20110701","06:30:00","06:30:00","Redwood City Caltrain",5,,,
"309_20110701","06:39:00","06:39:00","San Mateo Caltrain",6,,,
"309_20110701","06:45:00","06:45:00","Millbrae Caltrain",7,,,
"309_20110701","07:02:00","07:02:00","San Francisco Caltrain",8,,,
"312_20110701","06:59:00","06:59:00","San Francisco Caltrain",1,,,
"312_20110701","07:04:00","07:04:00","22nd Street Caltrain",2,,,
"312_20110701","07:17:00","07:17:00","Millbrae Caltrain",3,,,
"312_20110701","07:30:00","07:30:00","Redwood City Caltrain",4,,,
"312_20110701","07:35:00","07:35:00","Menlo Park Caltrain",5,,,
"312_20110701","07:44:00","07:44:00","Mountain View Caltrain",6,,,
"312_20110701","07:58:00","07:58:00","San Jose Caltrain",7,,,
"313_20110701","06:45:00","06:45:00","San Jose Caltrain",1,,,
"313_20110701","06:57:00","06:57:00","Mountain View Caltrain",2,,,
"313_20110701","07:05:00","07:05:00","Palo Alto Caltrain",3,,,
"313_20110701","07:16:00","07:16:00","Hillsdale Caltrain",4,,,
"313_20110701","07:24:00","07:24:00","Millbrae Caltrain",5,,,
"313_20110701","07:42:00","07:42:00","San Francisco Caltrain",6,,,
"314_20110701","07:14:00","07:14:00","San Francisco Caltrain",1,,,
"314_20110701","07:19:00","07:19:00","22nd Street Caltrain",2,,,
"314_20110701","07:32:00","07:32:00","Millbrae Caltrain",3,,,
"314_20110701","07:40:00","07:40:00","Hillsdale Caltrain",4,,,
"314_20110701","07:51:00","07:51:00","Palo Alto Caltrain",5,,,
"314_20110701","07:58:00","07:58:00","Mountain View Caltrain",6,,,
"314_20110701","08:13:00","08:13:00","San Jose Caltrain",7,,,
"319_20110701","06:56:00","06:56:00","Tamien Caltrain",1,,,
"319_20110701","07:03:00","07:03:00","San Jose Caltrain",2,,,
"319_20110701","07:13:00","07:13:00","Sunnyvale Caltrain",3,,,
"319_20110701","07:23:00","07:23:00","Palo Alto Caltrain",4,,,
"319_20110701","07:30:00","07:30:00","Redwood City Caltrain",5,,,
"319_20110701","07:39:00","07:39:00","San Mateo Caltrain",6,,,
"319_20110701","07:45:00","07:45:00","Millbrae Caltrain",7,,,
"319_20110701","08:02:00","08:02:00","San Francisco Caltrain",8,,,
"322_20110701","07:59:00","07:59:00","San Francisco Caltrain",1,,,
"322_20110701","08:04:00","08:04:00","22nd Street Caltrain",2,,,
"322_20110701","08:17:00","08:17:00","Millbrae Caltrain",3,,,
"322_20110701","08:30:00","08:30:00","Redwood City Caltrain",4,,,
"322_20110701","08:35:00","08:35:00","Menlo Park Caltrain",5,,,
"322_20110701","08:44:00","08:44:00","Mountain View Caltrain",6,,,
"322_20110701","08:58:00","08:58:00","San Jose Caltrain",7,,,
"323_20110701","07:45:00","07:45:00","San Jose Caltrain",1,,,
"323_20110701","07:57:00","07:57:00","Mountain View Caltrain",2,,,
"323_20110701","08:05:00","08:05:00","Palo Alto Caltrain",3,,,
"323_20110701","08:16:00","08:16:00","Hillsdale Caltrain",4,,,
"323_20110701","08:24:00","08:24:00","Millbrae Caltrain",5,,,
"323_20110701","08:42:00","08:42:00","San Francisco Caltrain",6,,,
"324_20110701","08:14:00","08:14:00","San Francisco Caltrain",1,,,
"324_20110701","08:19:00","08:19:00","22nd Street Caltrain",2,,,
"324_20110701","08:32:00","08:32:00","Millbrae Caltrain",3,,,
"324_20110701","08:40:00","08:40:00","Hillsdale Caltrain",4,,,
"324_20110701","08:51:00","08:51:00","Palo Alto Caltrain",5,,,
"324_20110701","08:58:00","08:58:00","Mountain View Caltrain",6,,,
"324_20110701","09:13:00","09:13:00","San Jose Caltrain",7,,,
"329_20110701","07:56:00","07:56:00","Tamien Caltrain",1,,,
"329_20110701","08:03:00","08:03:00","San Jose Caltrain",2,,,
"329_20110701","08:13:00","08:13:00","Sunnyvale Caltrain",3,,,
"329_20110701","08:23:00","08:23:00","Palo Alto Caltrain",4,,,
"329_20110701","08:30:00","08:30:00","Redwood City Caltrain",5,,,
"329_20110701","08:39:00","08:39:00","San Mateo Caltrain",6,,,
"329_20110701","08:45:00","08:45:00","Millbrae Caltrain",7,,,
"329_20110701","09:02:00","09:02:00","San Francisco Caltrain",8,,,
"332_20110701","08:59:00","08:59:00","San Francisco Caltrain",1,,,
"332_20110701","09:04:00","09:04:00","22nd Street Caltrain",2,,,
"332_20110701","09:17:00","09:17:00","Millbrae Caltrain",3,,,
"332_20110701","09:30:00","09:30:00","Redwood City Caltrain",4,,,
"332_20110701","09:35:00","09:35:00","Menlo Park Caltrain",5,,,
"332_20110701","09:44:00","09:44:00","Mountain View Caltrain",6,,,
"332_20110701","09:58:00","09:58:00","San Jose Caltrain",7,,,
"362_20110701","16:09:00","16:09:00","San Francisco Caltrain",1,,,
"362_20110701","16:25:00","16:25:00","Millbrae Caltrain",2,,,
"362_20110701","16:33:00","16:33:00","Hillsdale Caltrain",3,,,
"362_20110701","16:44:00","16:44:00","Palo Alto Caltrain",4,,,
"362_20110701","16:51:00","16:51:00","Mountain View Caltrain",5,,,
"362_20110701","17:06:00","17:06:00","San Jose Caltrain",6,,,
"365_20110701","16:25:00","16:25:00","San Jose Caltrain",1,,,
"365_20110701","16:37:00","16:37:00","Mountain View Caltrain",2,,,
"365_20110701","16:46:00","16:46:00","Menlo Park Caltrain",3,,,
"365_20110701","16:52:00","16:52:00","Redwood City Caltrain",4,,,
"365_20110701","17:05:00","17:05:00","Millbrae Caltrain",5,,,
"365_20110701","17:17:00","17:17:00","22nd Street Caltrain",6,,,
"365_20110701","17:24:00","17:24:00","San Francisco Caltrain",7,,,
"368_20110701","16:33:00","16:33:00","San Francisco Caltrain",1,,,
"368_20110701","16:49:00","16:49:00","Millbrae Caltrain",2,,,
"368_20110701","16:57:00","16:57:00","San Mateo Caltrain",3,,,
"368_20110701","17:06:00","17:06:00","Redwood City Caltrain",4,,,
"368_20110701","17:12:00","17:12:00","Palo Alto Caltrain",5,,,
"368_20110701","17:21:00","17:21:00","Sunnyvale Caltrain",6,,,
"368_20110701","17:32:00","17:32:00","San Jose Caltrain",7,,,
"368_20110701","17:39:00","17:39:00","Tamien Caltrain",8,,,
"369_20110701","16:45:00","16:45:00","San Jose Caltrain",1,,,
"369_20110701","16:58:00","16:58:00","Mountain View Caltrain",2,,,
"369_20110701","17:06:00","17:06:00","Palo Alto Caltrain",3,,,
"369_20110701","17:17:00","17:17:00","Hillsdale Caltrain",4,,,
"369_20110701","17:25:00","17:25:00","Millbrae Caltrain",5,,,
"369_20110701","17:37:00","17:37:00","22nd Street Caltrain",6,,,
"369_20110701","17:44:00","17:44:00","San Francisco Caltrain",7,,,
"372_20110701","17:14:00","17:14:00","San Francisco Caltrain",1,,,
"372_20110701","17:30:00","17:30:00","Millbrae Caltrain",2,,,
"372_20110701","17:38:00","17:38:00","Hillsdale Caltrain",3,,,
"372_20110701","17:49:00","17:49:00","Palo Alto Caltrain",4,,,
"372_20110701","17:56:00","17:56:00","Mountain View Caltrain",5,,,
"372_20110701","18:11:00","18:11:00","San Jose Caltrain",6,,,
"373_20110701","17:25:00","17:25:00","San Jose Caltrain",1,,,
"373_20110701","17:37:00","17:37:00","Mountain View Caltrain",2,,,
"373_20110701","17:46:00","17:46:00","Menlo Park Caltrain",3,,,
"373_20110701","17:52:00","17:52:00","Redwood City Caltrain",4,,,
"373_20110701","18:05:00","18:05:00","Millbrae Caltrain",5,,,
"373_20110701","18:17:00","18:17:00","22nd Street Caltrain",6,,,
"373_20110701","18:24:00","18:24:00","San Francisco Caltrain",7,,,
"378_20110701","17:33:00","17:33:00","San Francisco Caltrain",1,,,
"378_20110701","17:49:00","17:49:00","Millbrae Caltrain",2,,,
"378_20110701","17:57:00","17:57:00","San Mateo Caltrain",3,,,
"378_20110701","18:06:00","18:06:00","Redwood City Caltrain",4,,,
"378_20110701","18:12:00","18:12:00","Palo Alto Caltrain",5,,,
"378_20110701","18:21:00","18:21:00","Sunnyvale Caltrain",6,,,
"378_20110701","18:32:00","18:32:00","San Jose Caltrain",7,,,
"378_20110701","18:39:00","18:39:00","Tamien Caltrain",8,,,
"379_20110701","17:45:00","17:45:00","San Jose Caltrain",1,,,
"379_20110701","17:58:00","17:58:00","Mountain View Caltrain",2,,,
